Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
201201BS70564,523770,180930,-0.217723,51.513692,1,3,1,1,12/11/2012,2,16:45,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002880,2012
201201BS70565,524010,179740,-0.214685,51.502945,1,3,2,1,21/10/2012,1,18:21,12,E09000020,3,3220,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002869,2012
201201BS70566,524890,180990,-0.20157,51.513985,1,3,2,3,07/10/2012,1,17:23,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002832,2012
201201BS70567,527060,177970,-0.171401,51.486361,1,3,2,1,22/10/2012,2,22:57,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002844,2012
201201BS70568,527020,179010,-0.171603,51.495716,1,3,2,1,08/11/2012,5,13:55,12,E09000020,3,3218,Single carriageway,30,,Giveway or uncontrolled,3,4,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002821,2012
201201BS70570,525210,180460,-0.197149,51.509151,1,3,1,1,11/11/2012,1,11:30,12,E09000020,3,4206,Single carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002884,2012
201201BS70571,526220,178910,-0.183157,51.494997,1,3,1,1,10/11/2012,7,01:10,12,E09000020,3,4,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002887,2012
201201BS70572,525660,178230,-0.191461,51.48901,1,3,2,1,12/11/2012,2,22:55,12,E09000020,3,3218,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002849,2012
201201BS70573,523900,179950,-0.216195,51.504856,1,3,3,6,10/11/2012,7,13:10,11,E09000013,3,3220,Single carriageway,30,,Automatic traffic signal,3,402,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002873,2012
201201BS70574,525330,180440,-0.195428,51.508945,1,3,2,1,15/11/2012,5,08:55,12,E09000020,3,4204,Single carriageway,30,,Automatic traffic signal,3,402,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002827,2012
201201BS70575,524300,181330,-0.209948,51.517171,1,3,2,1,17/11/2012,7,22:34,12,E09000020,4,450,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002831,2012
201201BS70576,524970,179250,-0.201034,51.49833,1,3,1,1,14/11/2012,4,12:25,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,Mud,None,1,Yes,E01002817,2012
201201BS70578,524320,181290,-0.209674,51.516807,1,3,2,1,16/11/2012,6,09:31,12,E09000020,4,450,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002831,2012
201201BS70579,525660,178220,-0.191465,51.48892,1,3,2,1,19/11/2012,2,19:52,12,E09000020,3,3218,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002894,2012
201201BS70580,526230,178910,-0.183013,51.494995,1,3,1,1,05/11/2012,2,14:10,12,E09000020,3,4,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002887,2012
201201BS70581,527680,177860,-0.162516,51.485233,1,3,2,1,13/11/2012,3,09:30,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,4,302,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002901,2012
201201BS70582,524790,180300,-0.203254,51.507806,1,3,2,2,21/11/2012,4,00:31,12,E09000020,3,402,Single carriageway,30,,Automatic traffic signal,4,450,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002871,2012
201201BS70584,526590,178960,-0.177812,51.495363,1,3,3,3,20/11/2012,3,16:59,12,E09000020,3,4,Single carriageway,30,,Giveway or uncontrolled,3,4,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002820,2012
201201BS70586,523860,179860,-0.216803,51.504056,1,3,2,1,07/11/2012,4,08:45,11,E09000013,3,3220,Single carriageway,30,,Automatic traffic signal,3,402,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01001852,2012
201201BS70587,524280,181350,-0.210229,51.517355,1,3,1,1,26/11/2012,2,00:35,12,E09000020,4,450,Single carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002831,2012
201201BS70588,523980,179770,-0.215106,51.503221,1,3,1,1,17/11/2012,7,17:45,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002869,2012
201201BS70589,527290,178120,-0.168036,51.487657,1,3,2,1,15/11/2012,5,08:40,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,3,3217,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002899,2012
201201BS70590,526940,177490,-0.173301,51.482074,1,3,2,1,27/10/2012,7,19:42,12,E09000020,3,3212,Single carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002840,2012
201201BS70591,527860,179230,-0.159429,51.497504,1,3,1,1,18/11/2012,1,15:20,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,3,3216,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002818,2012
201201BS70592,524290,180070,-0.210536,51.505849,1,3,2,1,20/11/2012,3,17:45,12,E09000020,3,402,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,No,E01002871,2012
201201BS70593,524740,180410,-0.203936,51.508806,1,3,2,1,26/11/2012,2,16:45,12,E09000020,4,450,Single carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002871,2012
201201BS70594,523990,182080,-0.21415,51.52398,1,3,2,1,09/11/2012,6,17:05,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,4,450,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002905,2012
201201BS70595,527690,177710,-0.162426,51.483882,1,3,1,2,07/11/2012,4,16:00,12,E09000020,3,3212,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002900,2012
201201BS70596,525930,178580,-0.18745,51.492096,1,3,2,1,17/11/2012,7,17:13,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002834,2012
201201BS70597,527700,178430,-0.162022,51.490351,1,2,2,1,04/11/2012,1,13:15,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,3,3217,None within 50 metres,Zebra crossing,Daylight: Street light present,Snowing without high winds,Wet/Damp,None,None,1,Yes,E01002861,2012
201201BS70598,526830,178380,-0.174565,51.490097,1,3,2,1,21/11/2012,4,08:00,12,E09000020,3,308,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002822,2012
201201BS70600,527330,177650,-0.16763,51.483424,1,3,1,1,24/11/2012,7,03:30,12,E09000020,3,3212,Single carriageway,30,,Automatic traffic signal,3,3031,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002844,2012
201201BS70601,527140,178300,-0.170131,51.489309,1,3,2,1,26/11/2012,2,11:00,12,E09000020,4,304,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002914,2012
201201BS70602,526390,178930,-0.180702,51.495139,1,3,2,1,21/11/2012,4,13:20,12,E09000020,3,4,Dual carriageway,50,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,1,Yes,E01002835,2012
201201BS70603,526910,177490,-0.173733,51.482081,1,3,2,1,25/11/2012,1,18:15,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002840,2012
201201BS70604,525160,180790,-0.197752,51.512128,1,3,2,1,16/11/2012,6,18:55,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,3,4206,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002884,2012
201201BS70605,524960,180380,-0.200778,51.508488,1,3,2,1,26/11/2012,2,16:36,12,E09000020,3,402,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002883,2012
201201BS70606,527880,179190,-0.159156,51.49714,1,3,2,2,23/11/2012,6,05:00,12,E09000020,3,3216,Single carriageway,30,,Automatic traffic signal,4,319,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present but unlit,Fine without high winds,Wet/Damp,Auto traffic singal out,None,1,Yes,E01002818,2012
201201BS70607,525160,178500,-0.198564,51.491548,1,3,2,1,29/11/2012,5,07:55,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002848,2012
201201BS70608,526300,177530,-0.182498,51.482577,1,3,3,1,28/11/2012,4,13:20,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002913,2012
201201BS70609,526060,177560,-0.185942,51.4829,1,2,2,1,25/10/2012,5,19:00,12,E09000020,3,304,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002912,2012
201201BS70610,524320,179390,-0.210344,51.499731,1,3,1,1,28/11/2012,4,17:30,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002866,2012
201201BS70611,524000,182080,-0.214006,51.523977,1,3,2,1,30/10/2012,3,21:20,12,E09000020,4,450,Roundabout,30,,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01002905,2012
201201BS70612,524910,178760,-0.202071,51.493939,1,3,2,1,04/11/2012,1,13:22,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,3,3220,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002814,2012
201201BS70613,524910,178760,-0.202071,51.493939,1,2,2,1,29/10/2012,2,15:30,12,E09000020,3,3220,One way street,30,,Automatic traffic signal,3,3220,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002814,2012
201201BS70614,526060,177250,-0.186053,51.480114,1,3,2,1,06/11/2012,3,16:15,12,E09000020,3,308,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002913,2012
201201BS70615,524340,181240,-0.209404,51.516353,1,3,2,1,30/11/2012,6,09:07,12,E09000020,4,450,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002879,2012
201201BS70616,526370,177420,-0.18153,51.481572,1,3,2,2,24/11/2012,7,03:59,12,E09000020,3,3217,Single carriageway,30,,Automatic traffic signal,3,3220,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002843,2012
201201BS70617,527930,177770,-0.15895,51.484368,1,2,1,1,06/11/2012,3,17:06,12,E09000020,3,3212,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lighting unknown,Fine without high winds,Dry,None,None,1,Yes,E01002900,2012
201201BS70618,526630,177920,-0.177609,51.486008,1,3,2,1,28/11/2012,4,08:15,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002911,2012
201201BS70619,526500,177250,-0.17972,51.480016,1,3,3,2,30/11/2012,6,17:57,12,E09000020,3,3220,Single carriageway,30,,Giveway or uncontrolled,3,3220,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002841,2012
201201BS70620,526840,178390,-0.174417,51.490185,1,3,1,1,27/11/2012,3,17:35,12,E09000020,3,308,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002822,2012
201201BS70621,527640,179540,-0.162485,51.50034,1,2,1,1,06/12/2012,5,17:30,12,E09000020,3,4,Dual carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004689,2012
201201BS70622,524020,182030,-0.213736,51.523524,1,3,2,1,06/12/2012,5,07:30,12,E09000020,4,450,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002905,2012
201201BS70623,525940,178590,-0.187302,51.492183,1,3,2,1,05/12/2012,4,10:14,12,E09000020,5,0,Roundabout,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002834,2012
201201BS70624,526670,178190,-0.176936,51.488425,1,3,2,1,03/12/2012,2,18:40,12,E09000020,3,308,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002910,2012
201201BS70625,527170,178240,-0.16972,51.488763,1,3,3,1,19/11/2012,2,13:52,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,4,304,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002914,2012
201201BS70626,525190,179180,-0.197891,51.497652,1,3,2,1,12/12/2012,4,16:40,12,E09000020,4,316,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002813,2012
201201BS70627,524300,179500,-0.210593,51.500724,1,3,2,3,10/12/2012,2,09:15,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002866,2012
201201BS70628,526510,178510,-0.179125,51.491337,1,3,2,1,13/12/2012,5,08:45,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,3,3218,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002820,2012
201201BS70629,524280,181370,-0.210222,51.517535,1,3,3,1,10/12/2012,2,15:30,12,E09000020,4,450,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002878,2012
201201BS70630,525480,178630,-0.193911,51.492645,1,3,1,1,03/12/2012,2,17:28,12,E09000020,3,3220,One way street,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Other,Frost/Ice,None,None,1,Yes,E01002850,2012
201201BS70631,526390,179620,-0.180455,51.50134,1,3,2,2,01/12/2012,7,00:40,1,E09000033,3,315,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002891,2012
201201BS70632,524410,181640,-0.208254,51.519933,1,3,1,1,15/12/2012,7,08:30,12,E09000020,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002855,2012
201201BS70633,526720,177800,-0.176356,51.484909,1,3,2,1,29/11/2012,5,18:12,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002911,2012
201201BS70634,525540,180540,-0.192368,51.509797,1,2,2,1,16/12/2012,1,14:40,12,E09000020,3,402,Single carriageway,30,,Giveway or uncontrolled,3,402,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002885,2012
201201BS70635,525720,178720,-0.190423,51.493401,1,3,1,1,14/12/2012,6,18:05,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002850,2012
201201BS70636,527620,179510,-0.162784,51.500075,1,3,1,2,15/12/2012,7,22:40,12,E09000020,3,4,Dual carriageway,30,,Giveway or uncontrolled,3,4,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002818,2012
201201BS70637,528110,178330,-0.156156,51.48936,1,3,2,1,10/10/2012,4,08:58,12,E09000020,4,302,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002902,2012
201201BS70638,524560,181950,-0.205984,51.522686,1,3,2,1,11/12/2012,3,16:05,12,E09000020,5,0,Single carriageway,30,,,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002854,2012
201201BS70639,525710,179680,-0.190226,51.50203,1,3,2,1,03/12/2012,2,18:30,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002889,2012
201201BS70640,524440,179150,-0.2087,51.497548,1,3,2,1,06/12/2012,5,20:05,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002867,2012
201201BS70641,525920,179700,-0.187194,51.502163,1,2,1,1,09/12/2012,1,14:00,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002889,2012
201201BS70642,524040,179710,-0.214263,51.502669,1,3,2,1,14/12/2012,6,20:00,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01002869,2012
201201BS70643,526440,178490,-0.18014,51.491173,1,3,1,1,10/12/2012,2,09:17,12,E09000020,3,3218,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002837,2012
201201BS70645,524800,179140,-0.20352,51.497379,1,3,1,1,18/12/2012,3,14:40,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002814,2012
201201BS70646,526510,178510,-0.179125,51.491337,1,3,2,3,17/12/2012,2,16:41,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,3,3218,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002820,2012
201201BS70649,525300,179430,-0.196218,51.499875,1,2,2,1,28/06/2012,5,07:36,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002865,2012
201201BS70651,525040,180330,-0.199643,51.508021,1,3,2,1,12/12/2012,4,09:00,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002828,2012
201201BS70653,526880,179040,-0.173608,51.496017,1,3,2,1,20/11/2012,3,09:20,12,E09000020,5,0,Dual carriageway,30,,,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002821,2012
201201BS70655,525590,178180,-0.192487,51.488576,1,2,1,1,07/12/2012,6,17:13,12,E09000020,3,3220,Single carriageway,30,,Automatic traffic signal,3,3218,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002894,2012
201201BS70656,526250,178900,-0.182729,51.4949,1,3,2,2,22/12/2012,7,02:50,12,E09000020,3,4,Dual carriageway,30,,Automatic traffic signal,4,325,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002835,2012
201201BS70657,526310,179620,-0.181607,51.501358,1,3,1,1,17/12/2012,2,18:20,1,E09000033,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002891,2012
201201BS70658,525550,180110,-0.192377,51.50593,1,3,2,1,21/12/2012,6,16:15,12,E09000020,4,405,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Other,Wet/Damp,None,None,1,No,E01002824,2012
201201BS70659,524450,180140,-0.208207,51.506443,1,3,1,1,17/12/2012,2,08:05,12,E09000020,6,0,Single carriageway,30,,Giveway or uncontrolled,3,402,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002871,2012
201201BS70660,523910,181390,-0.215545,51.517796,1,3,2,1,12/12/2012,4,16:50,12,E09000020,4,412,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002878,2012
201201BS70661,524570,181950,-0.20584,51.522684,1,3,3,2,24/12/2012,2,15:41,12,E09000020,5,0,Single carriageway,30,,,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01002854,2012
201201BS70662,527290,178120,-0.168036,51.487657,1,3,1,1,18/12/2012,3,13:55,12,E09000020,3,3217,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002899,2012
201201BS70663,526240,178890,-0.182876,51.494813,1,3,1,2,28/12/2012,6,23:04,12,E09000020,5,0,Single carriageway,30,,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002835,2012
201201BS70664,526780,178240,-0.175335,51.48885,1,3,2,1,10/12/2012,2,14:26,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002910,2012
201201BS70665,525440,180020,-0.193993,51.505146,1,2,1,1,30/11/2012,6,15:45,12,E09000020,3,4204,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01002824,2012
201201BS70666,525670,178200,-0.191328,51.488738,1,2,2,1,26/12/2012,4,15:00,12,E09000020,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01002894,2012
201201BS70667,524410,181900,-0.208163,51.52227,1,3,2,1,11/12/2012,3,10:30,12,E09000020,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002855,2012
201201BS70668,524950,179240,-0.201325,51.498244,1,3,2,1,10/12/2012,2,11:40,12,E09000020,3,315,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002817,2012
